category,name,price_elasticity,price_mean,quantity_mean,intercept,slope
"camera, mirrorless",Alpha a5100 Mirrorless Digital Camera with 16-50mm Lens Deluxe Kit (Black),-1.0472507239997393,580.2593505153258,50.31578947368421,103.00903642861847,-0.0908098196231351
"camera, mirrorless",Alpha a6000 Mirrorless Digital Camera with 16-50mm and 55-210mm Lenses Kit (Silver),-0.8533965400458923,723.4360890863522,43.8421052631579,81.25680620306466,-0.051718046008955444
"camera, mirrorless",Alpha a6500 Mirrorless Digital Camera (Body Only),2.709748575124456,1515.4527680833096,11.052631578947368,-18.89722109348083,0.019762973352384777
"camera, mirrorless",Alpha a7 II Mirrorless Digital Camera Body with Accessory Kit,3.6115983454157683,1718.7585292177812,75.3157894736842,-196.69459117315603,0.15825979974664273
"camera, mirrorless",Alpha a7 Mirrorless Digital Camera with 28-70mm Lens and Battery Kit,-2.1364607388726458,1211.2595872033023,11.526315789473685,36.15183693753208,-0.020330506695857554
"camera, mirrorless",Alpha a7S II Mirrorless Digital Camera Body with Accessories Kit,1.9294985674755816,3129.595385751225,74.05263157894737,-68.83181497042861,0.045655884846941046
"car, speaker, subwoofer","Alpine - 5 x 7"" 2-Way Coaxial Car Speakers with Poly-Mica Cones (Pair) - Black""",6.297169927611441,72.12,37.1578947368421,-196.8316825733514,3.2444478273737314
"car, speaker, subwoofer","Alpine - 6 x 9"" 2-Way Coaxial Car Speakers with Polypropylene Cones (Pair) - Black""",-0.1303894989197583,62.84776315789474,11.68421052631579,13.207708882115071,-0.024241091158196677
"car, speaker, subwoofer","Alpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black""",5.921111446425344,95.43127819548873,45.526315789473685,-224.04007374515373,2.8247173739245857
"car, gps, dash","Alpine - 9 - Built-In GPS - CD/DVD - Built-In Bluetooth - Built-In HD Radio - In-Dash Deck - Black""",46.59832715289355,2535.5127631578935,19.63157894736842,-895.167159369963,0.36079437327618935
"car, gps, dash",Alpine - Rear View Camera - Black,-0.0,149.94999999999996,32.0,32.0,-0.0
"car, gps, dash",Alpine - UTE - Apple iPod- and Satellite Radio-Ready - In-Dash Receiver - Black,2.7718688169483516,151.40944736842104,28.05263157894737,-49.70558312807745,0.5135625025948188
"car, gps, dash",Alpine CDESXM145BT Advanced Bluetooth CD / SiriusXM Receiver,6.951099244134946,176.12807017543855,4.631578947368421,-27.562985972835545,0.18279065277973827
"car, speaker, subwoofer",Alpine Electronics PWE-S8-WRA Powered Subwoofer for 2011-Up Jeep Wrangler,15.351618288718386,478.8721052631579,14.105263157894736,-202.43335270402773,0.4521846511458974
"car, gps, dash","Alpine Electronics i207-WRA 7 Mech-Less Restyle Dash System with Apple Car Play and Android Auto for Jeep Wrangler (2007-2017)""",0.0,999.9900000000001,1.0,1.0,0.0
"car, speaker, subwoofer",Alpine KTP-445U Universal Power Pack Amplifier for Use w/ Aftermarket Head Units,9.15646502201026,126.06184210526317,27.736842105263158,-226.23458245260045,2.014657411921637
"car, speaker, subwoofer",Alpine PDXM12 1200W Mono RMS Digital Amplifier,3450734357513805.5,849.9899999999999,34.89473684210526,-1.2041246731745541e+17,141663392883981.5
"car, speaker, subwoofer","Alpine SPR-60 6-1/2 Coaxial 2-Way Type-R Speaker Set""",-4.120999596714459,138.141052631579,4.947368421052632,25.335471689008372,-0.14758902498253465
"radio, portable, satellite",Aluratek AIRMM03F Wi-Fi Internet Radio Streaming Pandora,-7.583826645866322,88.14815789473684,12.842105263157896,110.23440534691485,-1.104870509036152
"smart, home, automation",Amazon - Amazon Tap Portable Bluetooth and Wi-Fi Speaker - Black,-3.9301095224388694,122.78942132420836,655.578947368421,3232.076011131503,-20.983054044698203
"smart, home, automation","Amazon - Kindle Voyage - 6 - 4GB - Black""",-58.075006358329745,198.25892105263154,18.57894736842105,1097.5514339205474,-5.442239273892209
"headphone, earbud, bluetooth",Amps Air Bluetooth Wireless Earbuds (Deep Blue),7.298009376602575,161.55954887218041,48.26315789473684,-303.9618209655033,2.180155746404731
"headphone, earbud, bluetooth",Amps Air Bluetooth Wireless Earbuds (Rich Teal),4.180239311662414,145.62161904761905,44.21052631578947,-140.6000537787594,1.269114993386489
"headphone, earbud, bluetooth",Amps Air Bluetooth Wireless Earbuds (Rose Gold),6.061391674925422,157.00789473684205,33.73684210526316,-170.75537176985245,1.3024326847886285
desktop,"Apple - 21.5 iMac® - Intel Core i5 - 8GB Memory - 1TB Hard Drive - Silver""",-6.736774571307089,1134.2878400546826,8.105263157894736,62.70859389375218,-0.048138866350912385
"laptop, computer","Apple - MacBook Pro 13.3 Pre-owned Laptop - Intel Core i5 - 4GB Memory - 320GB - Silver""",-1.9481806516033777,274.08992344497614,6.0,17.689083909620265,-0.042646893992682164
"laptop, computer, macbook","Apple - MacBook Pro® - 13 Display - Intel Core i5 - 8 GB Memory - 256GB Flash Storage (Latest Model) - Silver""",5.769581892623325,1446.747543859649,32.1578947368421,-153.379712441729,0.12824463256636456
"laptop, computer, macbook","Apple - MacBook Pro® - 13 Display - Intel Core i5 - 8 GB Memory - 256GB Flash Storage (Latest Model) - Space Gray""",7.636778497860322,1432.3302889576883,40.94736842105263,-271.7586142808069,0.21831974448394634
"laptop, computer, macbook","Apple - MacBook Pro® - 13 Display - Intel Core i5 - 8 GB Memory - 512GB Flash Storage (Latest Model) - Silver""",-3.7894054889059783,1891.6501196172253,14.052631578947368,67.303750817784,-0.028150617646783425
"tablet, computer, ipad",Apple - Pre-owned 9.7-inch iPad Pro - 128GB - Space gray,-1.3053254256977906,654.737754917597,19.05263157894737,43.92251600540001,-0.03798449721229636
"tablet, computer, ipad",Apple - Pre-owned 9.7-inch iPad Pro - 32GB - Space gray,-13.878688118760941,488.73264593301457,12.578947368421053,187.15823475704548,-0.357208156323063
"case, computer",Apple - Smart Cover for Apple iPad and iPad® Air 2 - Charcoal Gray,-2.4212115248389705,37.18898864809082,62.73684210526316,214.63600724252908,-4.0845199253640905
"tablet, computer, ipad",Apple - iPad Air 2 Wi-Fi + Cellular 128GB - Gold,0.0,282.28499999999997,2.0,2.0,0.0
"tablet, computer, ipad",Apple - iPad Pro 12.9-inch (Latest Model) with Wi-Fi + Cellular - 512 GB - Gold,-0.8686766110750976,1130.2503771929823,33.26315789473684,62.15808516839272,-0.025565067578581548
"tablet, computer, ipad",Apple - iPad mini 4 Wi-Fi + Cellular 128GB - Sprint - Silver,-0.7141689396426049,297.75622807017544,31.526315789473685,54.041431307680014,-0.07561593476694617
"player, ipod",Apple - iPod touch® 32GB MP3 Player - Space Gray,6.728651568116408,202.88557957393482,50.31578947368421,-288.24162626943615,1.6687110855985923
"laptop, computer, macbook","Apple 13.3 MacBook Air ( Silver)""",-3.0999762082030813,1108.153538391433,9.0,36.89978587382773,-0.025176823343745616
"charger, computer, laptop",Apple 45W MagSafe 2 Power Adapter for Macbook Air (MD592LL/A),3.5464445745925155,67.5021215538847,104.52631578947368,-266.1704697442493,5.491631625797242
"cable, tv, theater",Apple MD825AM/A Lightning to VGA Adapter for iPhones,3.0116593849912476,40.4135701754386,27.36842105263158,-55.05594106291835,2.0395219169635115
"charger, computer, laptop",Apple MNF72LL/A 61W USB-C Power Adapter,-13.005366572052383,66.15962719298246,55.36842105263158,775.4550333578478,-10.884079050276084
"laptop, computer, macbook","Apple MacBook - 12 - Core m5 - 8 GB RAM - 512 GB flash storage - English""",-8.053838340248028,1307.2771457489878,44.421052631578945,402.181029429965,-0.2736680419769842
"laptop, computer, macbook","Apple MacBook Pro MLUQ2LL/A 13.3 Notebook - Intel Core i5 Dual-core (2 Core) 2 GHz - 8 GB LPDDR3 - 256 GB SSD - Mac OS X 10.12 Sierra - 2560 x 1600 - In-plane Switching (IPS) Technology - Silver""",-3.6573161135205416,1344.5037499999999,11.736842105263158,54.66218385868846,-0.0319265318177248
"laptop, computer, macbook","Apple MacBook Pro with Touch Bar - 13.3 - Core i5 - 8 GB RAM - 512 GB SSD - English""",-11.981885308174347,1654.6861377356433,57.05263157894737,740.6507196874206,-0.4131285520068136
"networking, adapter, switch",Apple USB-C VGA Multiport Adapter,-1.7386661080164374,57.077894736842104,22.263157894736842,60.97135598373437,-0.6781644324385447
"phone, cell",Apple iPhone SE Gold 16GB for Sprint ( MLY92LL/A ),-0.01945951482803523,23.237964912280706,6.2631578947368425,6.3850359086598,-0.005244780013354264
"player, ipod",Apple iPod Nano,-1.6854300776650037,177.842,2.789473684210526,7.490936532433956,-0.02643617845179109
"player, ipod",Apple iPod Touch,0.9371012889053173,278.9475648591175,19.57894736842105,1.2314905540643188,0.06577385546858286
"player, ipod",Apple iPod Touch 128GB Blue,6.506797182035127,330.3026217466744,24.05263157894737,-132.4529637994765,0.4738248656665397
"laptop, computer","Asus - 17.3 Laptop - Intel Pentium - 8GB Memory - 1TB Hard Drive - Black""",-7.382206949010647,513.552842105263,8.631578947368421,72.3516810335656,-0.12407701187083771
"laptop, computer","Asus - 2-in-1 15.6 4K Ultra HD Touch-Screen Laptop Intel Core i7 16GB Memory NVIDIA GeForce GTX 950M - 2TB HDD + 512GB SSD - Sandblasted matte black aluminum""",11.240471880783378,1268.9599248120305,6.578947368421052,-67.37152553146957,0.05827644471187286
"monitor, computer","Asus - 27 IPS LED HD GSync Monitor - Black""",12.64930661680047,772.6563834586465,12.368421052631579,-144.08352920779527,0.2024858056049444
"networking, modem, router",Asus RT-AC5300 IEEE 802.11ac Ethernet Wireless Router - 2.40 GHz ISM Band - 5 GHz UNII Band - 8 x Antenna(8 x External) - 5334 Mbit/s Wireless Speed - 4 x Network Port - 1 x Broadband Port - USB - Gig,6.598157456385641,358.9562109440267,24.263157894736842,-135.8289782838832,0.44599349808599287
"laptop, computer","Asus Zenbook Ux303uadh51t 13.3 Fhd Touchscreen Core I56200u 8gb 256gb""",5.496601642073746,773.6106578947368,17.63157894736842,-79.28218684708973,0.12527460009172334
"car, speaker, subwoofer","Atrend-Bbox 10 Dual Front-Fire Enclosure for Dodge Ram 19962002""",9.265152014722997,87.66157894736841,26.473684210526315,-218.80902438977193,2.7980640041581366
"car, speaker, subwoofer","Atrend-Bbox E12DSV B Box Series 12 Dual Vented Enclosure with Shared Chamber""",-7.863395123945633,76.62561403508775,21.210526315789473,187.9972755236889,-2.1766448635768962
"phone, cell",Att Samsung Galaxy Express 3,-1.6998544027991238,64.82350341370667,30.36842105263158,81.99031528500497,-0.7963453302256747
"microphone, musical, recording",Audio Video Shelf,-5.041773636357331,51.67421052631579,17.36842105263158,104.93606842094312,-1.6946102606389415
headphone,Audio-Technica ATH-SR6BTBK Wireless Over-Ear High Resolution Headphones,-130.70890725436064,149.83368421052631,1.1578947368421053,152.50505050504916,-1.010101010101001
"cable, tv, theater",AudioQuest - Black Lab 16.4' In-Wall Subwoofer Cable - Black/White,0.0,49.99,12.473684210526315,12.473684210526315,0.0
"cable, tv, theater",AudioQuest - Black Lab 26.2' In-Wall Subwoofer Cable - Black/White,0.0,64.99,12.473684210526315,12.473684210526315,0.0
"cable, tv, theater",AudioQuest - Chocolate 16.5' 4K Ultra HD In-Wall HDMI Cable - Brown,-0.14905583910942505,289.97999999999996,27.894736842105264,32.05261024884186,-0.014338483366910112
"audio, shelf, tabletop",AudioQuest - DragonFly Black USB DAC and Headphone Amp v1.5 - Black,18.971772572219404,99.26952631578948,17.57894736842105,-315.9248441642779,3.359578754025473
"cable, tv, theater",AudioQuest - GOLDG01R Golden Gate 1m (3.28 ft.) RCA Audio Cable - Red,-64.00913263827128,68.94157894736843,19.57894736842105,1272.8103863914166,-18.178165602788717
"cable, tv, theater",AudioQuest - Golden Gate 6.6' Analog RCA Cable - Red,0.0,79.98,14.368421052631579,14.368421052631579,0.0
"cable, tv, theater",AudioQuest - Golden Gate 9.8' RCA-to-RCA Audio Cable - Black/Red,0.0,89.99,17.0,17.0,0.0
"cable, tv, theater",AudioQuest - RJE Cinnamon 2.5' Ethernet Cable - Black/Red,-5.490076175829103,75.57470175438596,36.526315789473685,237.05857189607354,-2.653430995445007
"cable, tv, theater",AudioQuest - RJE Cinnamon 4.9' Ethernet Cable - Black/Red,26.64616037876106,89.57578947368421,36.94736842105263,-947.5581360994876,10.990754424885873
"tv, streaming, medium",AudioQuest - RJE Vodka 2.5' Ethernet Cable - Black/Blue,-0.25700027049427654,249.98999999999987,27.894736842105264,35.06369175589298,-0.028676966733820225
"cable, tv, theater",AudioQuest - RJE Vodka 4.9' Ethernet Cable - Black/Blue,-0.19176786384761818,339.9899999999999,25.42105263157895,30.295993591494717,-0.014338483366910112
"cable, tv, theater",AudioQuest - Sydney 4.9' RCA-to-RCA Interconnect Cable - Dark Gray/Black,-0.0,179.98999999999992,1.0,1.0,-0.0
headphone,AudioQuest NightOwl Carbon Closed-Back Around-the-Ear Headphones,6.195432801161102,602.6115789473682,17.789473684210527,-92.42401509433964,0.18289308176100633
"car, gps, dash","Audiovox - 3.5 TFT-LCD Rear Observation Monitor - Black""",2.516659396291526,76.33561403508773,6.2631578947368425,-9.499077271510084,0.20648599432241158
